"LOCATION_NAME","LONGITUDE","LATITUDE"
"Gaziosmanpaşa Ferih Egemen Çocuk Tiyatrosu Sahnesi","28.9159806838682","41.0575685961679"
"031-Kucukcekmece Selcuklu Parki","28.796431","41.044628"
"SİLİVRİ CEZAEVİ","28.94416","41.0147"
"ÜMRANİYE ÇAKMAK MAH.","29.135058","41.013736"
"SANCAKTEPE SARIGAZİ","29.20954","41.011078"
"024-Fethipasa Sosyal Tesisleri","29.026143","41.03255"
"GÜNGÖREN","28.872258","41.020882"
"013-Kerem Yilmazer Sahnesi","29.023764","41.017019"
"ŞİŞLİ MECİDİYEKÖY İLETİŞİM VE KİŞİSEL GELİŞİM OKULU","28.99727","41.0671"
"ESENLER METRİS CEZAEVİ","28.94416","41.0147"
"010-Sisli Istanbul Kongre Merkezi","28.988284","41.045555"
"018-Sisli Camii Onu","28.987285","41.060332"
"PDM-Kucukcekmece","28.794421","41.009518"
"BAĞCILAR BAĞLAR","28.825765","41.031294"
"067-Yakacik Cocuk ve Dogum Hastanesi","29.220412","40.918651"
"001-Besiktas Kentsel Donusum","29.00736","41.041218"
"PENDİK ARİF NİHAT ASYA BELNET ŞUBESİ","28.94416","41.0147"
"032-Uskudar Park ve Bahceler","29.02601","41.032315"
"BAŞAKŞEHİR ALTINŞEHİR","28.7527","41.06962"
"063-Medeniyet Universitesi","29.064435","40.995036"
"025-Atakoy Sinan Erdem Spor Salonu","28.853506","40.988493"
"SULTANBEYLİ ORHANGAZİ","29.284754","40.939716"
"061-Beylikduzu Yol Bakim","28.62075","41.035093"
"012-Enver Oren Kultur Merkezi","28.818754","41.013616"
"030-Sancaktepe Orman Parki","29.218902","40.975377"
"018-Gungoren Kuyulu Camii","28.867085","41.013874"
"İBB DESTEK HİZMETLERİ DAİRE BŞK. GENÇLİK VE SPOR MDR. EURODESK TEMAS NOKTASI VE AVRUPA GÖNÜ","28.721899","40.981589"
"METRO T1-KARAKOY","28.974782","41.022246"
"007-Kayisdagi Itfaiye","29.147047","40.979311"
"G.O.PAŞA KÜLTÜR MERKEZİ BELNET ŞUBESİ","28.94416","41.0147"
"FATİH SPOR KOMPLEKSİ","28.9311540649078","41.0255036473277"
"DUDULLU SPOR TESİSİ","29.1629338983872","41.0121783145763"
"061-Kartal Yol Bakim","29.186078","40.912097"
"IETT Garaj-Yunus-Out","29.122509","40.53212"
"IETT Garaj-Topkapi-In","28.554692","41.005965"
"014-Muallim Cevdet Kutuphanesi","29.195645","40.886508"
"IETT Garaj-Avcilar-In","28.434812","40.590628"
"061-Edirnekapi Yol Bakim","28.931995","41.028811"
"061-Maltepe Yol Bakim","29.155126","40.934629"
"067-Kanuni Sultan Suleyman Hastanesi","28.759837","41.053604"
"013-Umraniye Sehir Tiyatrolari","29.105037","41.025556"
"PENDİK ÇAMLIK MAH.","29.275933","40.92985"
"012-Necmettin Erbakan Kultur Merkezi","29.258629","40.970989"
"018-Besiktas Meydan","29.007632","41.042495"
"ÇEKMEKÖY TOPLUM VE RUH SAĞLIĞI MERKEZİ","28.94416","41.0147"
"ÜSKÜDAR ÇENGELKÖY","29.0761","41.04749"
"METRO T1-YUSUFPASA","28.946583","41.0101"
"METRO-M3 Olimpiyat","28.768427","41.079288"
"012-Adem Basturk Kultur Merkezi","28.884195","41.040078"
"024-Beykoz Sosyal Tesisleri","29.086179","41.113168"
"SARIYER AYAZAĞA","28.997725","41.114441"
"026-Ataturk Hava Limani","28.820556","40.978551"
"IETT GM-Karakoy","28.582684","41.012259"
"025-Cebeci Spor Kompleksi","28.876316","41.107116"
"ISMEK-Sefakoy","28.794919","41.005026"
"001-Sarachane IBB Genclik Meclisi","28.956854","41.013148"
"ISKI-Beyoglu","28.976831","41.051604"
"001-Marmaracik Yaz Kampi Idari B","29.090822","41.243239"
"003-Beyoglu Engelliler Mudurlugu","28.978849","41.027168"
"001-Maltepe Evde Saglik Hizmetle","29.144191","40.928921"
"007-Yenisehir Itfaiye","29.305208","40.940642"
"ISMEK-Gaziosmanpasa","28.912558","41.06034"
"018-Avcilar Meydan","28.722295","40.983197"
"001-Deprem Zemin Mudurlugu","28.955217","41.011547"
"TUZLA AYDINLI","29.33162","40.87127"
"BEYOĞLU KASIMPAŞA","28.96765","41.03539"
"TEVFİK AYDENİZ SPOR TESİSİ","28.938491481525","41.0815961004743"
"066-Deneyap Alemdag Atolyesi","29.237803","41.053157"
"025-Bostanci Spor Tesisleri","29.08863","40.954044"
"001-Seyrantepe Rayli Sistemler Mudurlugu","28.993083","41.10109"
"014-Rasim Ozden Oren Kutuphanesi","28.785541","41.104436"
"018-Kucukcekmece Meydan","28.77166","40.990604"
"026-Alibeykoy Cep Otogar","28.944987","41.087819"
"018-Akasya AVM Iletisim Noktasi","29.054421","41.000736"
"024-Arnavutkoy Sosyal Tesisleri","29.044642","41.067514"
"012-Alibeykoy Kent Orkestrasi Mu","28.926066","41.083861"
"061-Bahcelievler Yol Bakim","28.825249","40.99704"
"TUZLA YAYLA MAH.","29.309136","40.829895"
"056-Pierre Loti Tepesi","28.932578","41.053734"
"038-Buyukdere Caddesi Fabrikalar","29.011473","41.080041"
"018-Sariyer Meydan","29.057516","41.167183"
"BAHÇELİEVLER SOĞANLI","28.855634","41.009026"
"025-Tevfik Aydeniz Spor Tesisi","28.938345","41.081489"
"IETT Garaj Kurtkoy_in","29.190288","40.554672"
"PDM-Bagcilar","28.834522","41.028157"
"BEYOĞLU SPOR TESİSİ","28.9704275796737","41.0328344297413"
"001-Resneli Vektorlerle Mucadele Birimi","28.739847","41.087124"
"001-Bayrampasa Kentsel Donusum","28.903428","41.045784"
"IETT Peron-Kayabasi","28.514984","41.05455"
"032-Cirpici Park ve Bahceler","28.887425","41.001016"
"BAKIRKÖY RUH VE SİNİR HASTALIKLARI HST.","28.94416","41.0147"
"007-Kavacik Itfaiye","29.098907","41.093551"
"ISKI-Kadikoy","29.021163","40.986759"
"023-Zeytinburnu Sosyal Tesisleri","28.906268","40.984978"
"018-Sarachane Meydan","28.95454","41.014565"
"001-Kartal Evde Saglik Hizmetleri","29.188714","40.916355"
"METRO T1-GUNESTEPE","28.86084","41.029178"
"Kağıthane Sadabad Sahnesi","28.971691345125","41.0798590439571"
"ISKI-Esenyurt","28.685638","41.024699"
"BAHÇELİEVLER ÇOBANÇEŞME BELNET ŞUBESİ","28.94416","41.0147"
"017-Gaziosmanpasa Ordu Caddesi","28.919814","41.057894"
"IETT Garaj-Sahinkaya-Mesh","29.054429","41.082919"
"ALİBEYKÖY LOJİSTİK","28.921783","41.092328"
"014-Idris Gulluce Kutuphanesi","29.303059","40.850079"
"007-Bayrampasa Itfaiye","28.912467","41.03225"
"ISKI-Bayrampasa","28.884781","41.074047"
"ÇEKMEKÖY SPOR KOMPLEKSİ","29.1853114365808","41.0234724311585"
"ÜMRANİYE MİTHATPAŞA","29.109461","41.023249"
"IETT Garaj-Kagithane-Tv","28.573054","41.035648"
"017-Fatih Fevzi Pasa Caddesi","28.951006","41.01654"
"032-Emirgan Korusu Park ve Bahce","29.052015","41.106615"
"007-Buyukbakkalkoy Itfaiye","29.205994","40.972446"
"032-Florya Park ve Bahceler","28.78906","40.976924"
"018-Atakoy Eski Cinar Sokak","28.85035","40.98367"
"İSTANBUL ÇOCUK EĞİTİMEVİ MÜDÜRLÜĞÜ","28.721899","40.981589"
"IETT Peron-Kartal-Out","29.11362","40.531146"
"018-Umraniye Meydan","29.096935","41.025962"
"004-Bayrampasa Hal Baskanlik","28.887653","41.051808"
"ŞİŞLİ MECİDİYEKÖY DİL OKULU","28.99449","41.06173"
"001-Yenibosna Kadin Kordinasyon","28.830424","40.989982"
"ISMEK-Yesilova","28.788922","40.987307"
"025-Sultangazi 75. Yil Yuzme Havuzu","28.902155","41.095541"
"FATİH MÜZİK VE GÖSTERİ SANATLARI OKULU","28.939211","41.012989"
"KARTAL UĞURMUMCU","29.21394","40.92794"
"012-Atakent Kultur Merkezi","29.105734","41.017041"
"014-Alemdag Fatma Aliye Kutuphanesi","29.238127","41.053129"
"ATATÜRK KÜTÜPHANESİ","28.989442","41.039074"
"SEFAKÖY YÜZME HAVUZU","28.792727807448","40.9978779439202"
"001-Kartal Cevre Koruma","29.186798","40.912949"
"025-Esenler Spor Kompleksi","28.878994","41.053019"
"ÜSKÜDAR BAĞLARBAŞI","29.03293","41.024038"
"031-Sancaktepe Trafik Egitim Par","29.237764","40.995229"
"Avrasya Gosteri Merkezi-100","28.943655","40.998944"
"METRO T1-KABATAS","28.992646","41.034326"
"ESENYURT KIRAÇ","28.65647","41.03584"
"METRO-Habipler Atolye","28.843789","41.122381"
"METRO T1-YAVUZSELIM","28.863745","41.023715"
"ISADEM-Esenler","28.874942","41.044544"
"Harbiye Cemil Topuzlu Açıkhava Sahnesi","28.9899028737984","41.046344474524"
"SULTANBEYLİ MEHMET AKİF","29.268082","40.965439"
"ÜSKÜDAR AHMEDİYE","29.016958","41.020756"
"PENDİK KAVAKPINAR","29.28604","40.87752"
"IETT Garaj-Yunus-In","29.122509","40.53212"
"018-Haciosman Metro Istasyonu","29.029919","41.140339"
"018-Camlica Tepesi","29.0679","41.027407"
"038-Bostanci Koprusu Otobus Duragi","29.1044","40.96544"
"012-15 Temmuz Sehitleri Konferans Salonu","29.054201","40.999001"
"001-Seyrantepe IBB Depolari","28.994933","41.101021"
"METRO T1-AKSEMSETTIN","28.90742","41.004159"
"K.ÇEKMECE ATATÜRK MAH.","28.80292","41.04754"
"KULTUR AS-Genel Mudurluk","28.551832","41.011956"
"ISKI-Silivri Kamp","28.082627","41.042723"
"001-Uskudar Evde Saglik Hizmetleri","29.025121","41.014092"
"001-Bogazici Imar Mudurlugu","29.026796","41.135102"
"007-Silivri Itfaiye","28.255462","41.076117"
"029-Yesilkoy Engelliler Kampi","28.812574","40.960154"
"IETT Garaj-Ikitelli-In","28.472943","41.033105"
"KARTAL YAKACIK SPOR EĞİTİM MERKEZİ","29.218934","40.913644"
"Ümraniye Sahnesi","29.1051351206071","41.0254937254263"
"014-Ahmet Kabakli Kutuphanesi","28.939788","41.019462"
"060-Alibeykoy Trafik Santiyesi","28.931899","41.089498"
"024-Gozdagi Sosyal Tesisleri","29.253643","40.890612"
"030-Beykoz Hidiv Kasri Korusu","29.073978","41.104805"
"ISBAK-Sariyer Tunel Birimi","29.026577","41.158185"
"SİLİVRİ MÜJDAT GÜRSU SPOR TESİSİ","28.2595738647808","41.0882486030224"
"FATİH KOCAMUSTAFAPAŞA","28.92749","41.00351"
"001-Selimiye Sosyal Yardim","29.021273","41.009421"
"018-Caglayan Meydan","28.979055","41.069545"
"METRO T1-PAZARTEKKE","28.92684","41.018475"
"IETT Garaj-Sarigazi-Out","29.120662","41.011656"
"014-Taksim Ataturk Kutuphanesi","28.989542","41.039082"
"025-Yenikapi Bisiklet Dernegi","28.940432","40.998968"
"ÜMRANİYE MİTHATPAŞA SPOR EĞİTİM MERKEZİ","29.117074","41.021598"
"067-Sisli Etfal Hastanesi","28.989035","41.057795"
"018-Dudullu Meydan","29.163593","41.01637"
"001-Pendik Deniz Hizmetleri","29.141941","40.523127"
"018-Florya Sahil","28.80068","40.963136"
"018-Buyukcekmece Meydan","28.578171","41.020364"
"059-Alibeykoy Mezarliklar","28.948922","41.082908"
"TAHA AKGÜL SPOR KOMPLEKSİ","29.2330379325965","40.9784660503909"
"063-Esenler Belediye Binasi","28.867578","41.054031"
"001-IBB Yenibosna BeyazMasa","28.81876","41.012851"
"G.O.PAŞA 500 EVLER","28.887552","41.074915"
"007-Aksemsettin Itfaiye","28.917327","41.091811"
"IETT Garaj-Hasanpasa-In","29.023297","40.593952"
"FATİH İSTANBUL İL EMNİYET MÜDÜRLÜĞÜ","28.721899","40.981589"
"001-Edirnekapi Evde Saglik","28.927797","41.029735"
"028-Sultanahmet Camii","28.976958","41.005342"
"060-Kartal Trafik","29.187576","40.911826"
"UZAKTAN EĞİTİM MERKEZİ","28.94236","41.01706"
"ISTGUVEN-Genel Mudurluk","28.994544","41.061674"
"KARTAL DR. LÜTFİ KIRDAR EĞİTİM ARAŞTIRMA HASTANESİ ADATEPE TOPLUM VE RUH SAĞLIĞI MERKEZİ","28.94416","41.0147"
"ISKI-Eyup","28.928305","41.037643"
"HİDAYET TÜRKOĞLU SPOR TESİSİ","28.8839862171513","41.0656021104342"
"PDM-Sirinevler","28.848458","40.992708"
"SULTANGAZİ SULTANÇİFTLİĞİ","28.858251","41.10141"
"001-Kadikoy Vektorler Ile Mucade","29.109254","40.958388"
"032-Kucukyali Park ve Bahceler","29.10161","40.947455"
"001-Harbiye Acik Hava Sahnesi Mu","28.989826","41.045749"
"FATİH BİLİŞİM OKULU","28.94247","41.01709"
"METRO T1-AKINCILAR","28.871285","41.017172"
"ATAŞEHİR KÜÇÜKBAKKALKÖY","29.119104","40.978892"
"001-Edirnekapi Atik Yonetim","28.929429","41.030132"
"001-Aksaray BeyazMasa","28.949188","41.011659"
"ISADEM-Basaksehir","28.753078","41.069591"
"KAĞITHANE GÜRSEL","28.97217","41.07139"
"018-Sariyer Uskumrukoyu","29.022427","41.219842"
"012-Fatih Kultur Merkezi","28.941171","41.017758"
"HASAN DOĞAN SPOR KOMPLEKSİ","29.1900745139303","40.8924212512046"
"IETT Peron-Tuyap","28.372502","41.011972"
"001-Alibeykoy Lojistik Destek","28.922776","41.092558"
"061-Sisli Yol Bakim","28.966969","41.058538"
"018-Taksim Meydan","28.985666","41.037058"
"METRO T1-MERKEZEFENDI","28.909518","41.010555"
"METRO T1-BAGCILAR","28.860657","41.03274"
"018-Topkapi Ulubatli Meydan","28.929394","41.024776"
"BAĞCILAR MERKEZ MAH.","28.869292","41.033917"
"PDM-Fatih","28.940334","41.02529"
"061-Omerli Yol Bakim","29.338858","41.077425"
"SULTANBEYLİ BOSNA BULVARI","29.26425","40.97358"
"025-Senlikkoy IBB Stadi","28.791746","40.980753"
"007-Anadolu Yakasi Itfaiye Mudurlugu","29.0116","41.019857"
"061-Sariyer Yol Bakim","29.025047","41.155494"
"ISADEM-Avcilar","28.721906","40.981219"
"007-Kemerburgaz Itfaiye","28.911409","41.157198"
"ISTTELKOM-Edirnekapi Telsiz Birimi","28.927548","41.030693"
"KAYNARCA SPOR TESİSİ","29.2638514692676","40.8834742272897"
"017-Gumussuyu Caddesi","28.990125","41.036614"
"KAĞITHANE SULTAN SELİM MAH.","28.99936","41.08927"
"017-Sisli Abide-i Hurriyet Cadde","28.986104","41.066846"
"025-Kartal Hasan Dogan Spor Komp","29.189967","40.892454"
"025-Maltepe Spor Tesisleri","29.111306","40.936238"
"AK PLAZA","28.956344","41.012976"
"PENDİK KURTKÖY SPOR KOMPLEKSİ","29.3188543533333","40.9309462639972"
"007-Besiktas Itfaiye","29.019256","41.048836"
"023-Florya Lem Otel","28.787062","40.972466"
"ÜSKÜDAR PAŞAKAPISI CEZAEVİ","28.94416","41.0147"
"007-Mimar Sinan Itfaiye","28.544933","41.012864"
"ISMEK-Fatih Yonetim Merkezi","28.944307","41.014686"
"018-Pendik Marmara Hastane Onu","29.261779","40.886947"
"ZEYTİNBURNU 58.BULVAR","28.904007","40.99287"
"BAKIRKÖY OMURİLİK FELÇLİLERİ DERNEĞİ","28.94416","41.0147"
"METRO-M2 Yenikapi Mak.Din","28.951582","41.005137"
"009-Kartal Zabita","29.183042","40.912491"
"BEYKOZ SPOR TESİSİ","29.0970493522388","41.1112601707083"
"BEYLİKDÜZÜ BEYKENT SPOR EĞİTİM MERKEZi","28.62638","41.005536"
"BAĞCILAR KAZIMKARABEKİR","28.84439","41.028555"
"METRO T1-HASEKI","28.943146","41.010955"
"ISKI-Sancaktepe","29.223173","40.986875"
"BAĞCILAR KİRAZLI","28.83431","41.03669"
"IETT Garaj-Ikitelli-TV","28.472943","41.033105"
"IETT Garaj-Ikitelli-Mesh","28.472943","41.033105"
"PENDİK AHMET YESEVİ","29.303691","40.866811"
"031-Kucukcekmece Ataturk Parki","28.79775","40.999036"
"IETT Garaj-Kagithane-In","28.573054","41.035648"
"FLORYA SPOR TESİSİ","28.7910171677373","40.974962689544"
"METRO T1-MERTER","28.88074","41.011789"
"014-IBB Sariyer Kutuphanesi","29.030394","41.084086"
"ISKI-Basaksehir","28.748396","41.072453"
"001-Silivrikapi Acil Yardim Ve C","28.922037","41.004253"
"024-Avcilar Sosyal Tesisleri","28.743816","40.976437"
"059-Cekmekoy Mezarliklar","29.182762","41.043525"
"018-Beylikduzu Meydan","28.650483","41.01171"
"001-Anadolu Yakasi Park ve Bahceler Mudurlugu","29.057882","40.970888"
"KADIKÖY KOZYATAĞI","29.097074","40.97436"
"007-Beykoz Itfaiye","29.098316","41.134308"
"PDM-Yedikule","28.928849","40.995733"
"IETT Garaj-Anadolu-In","29.075879","40.58449"
"ISKI-Uskudar","29.043781","41.017626"
"032-Fatih Park ve Bahceler","28.923518","41.02191"
"ISBAK-Kucukcekmece Santiyesi","28.768332","40.987088"
"031-Kurtkoy Dedepasa Parki","29.2936682698","40.908496426"
"Gaziosmanpaşa Sahnesi","28.9160639065247","41.0578975937525"
"018-Catalca Meydan","28.460998","41.144021"
"007-Kagithane Itfaiye","28.964904","41.08623"
"062-Kucukcekmece Nikah Sarayi","28.80017","41.000072"
"K.ÇEKMECE YEŞİLOVA","28.788766","40.987323"
"ISMEK-Sultanahmet","28.977097","41.003984"
"031-Maltepe Orhangazi Sehir Park","29.121198","40.924531"
"PDM-Avcilar","28.724099","40.979571"
"063-Istanbul Universitesi Avcila","28.725479","40.985393"
"025-Bayrampasa IBB Stadi ve Spor Tesisi","28.531193","41.03542"
"001-Kucukcekmece TEDES Merkezi","28.800275","41.000453"
"ESENYURT DEVLET HASTANESİ TOPLUM VE RUH SAĞLIĞI MERKEZİ","28.94416","41.0147"
"007-Agva Itfaiye","29.856279","41.137286"
"061-Cavusbasi Yol Bakim","29.138382","41.075281"
"018-Sultanbeyli Meydan","29.266654","40.96714"
"024-Cirpici 1453 Sosyal Tesisleri","28.891461","41.000342"
"AVCILAR","28.721899","40.981589"
"PDM-Kartal","29.161383","40.905927"
"ÜMRANİYE CEZAEVİ","28.94416","41.0147"
"001-Atasehir Darulaceze Tip Merk","29.147233","40.977902"
"METRO-M4 Maltepe","29.139312","40.935356"
"BAHÇELİEVLER ŞİRİNEVLER","28.84426","40.99438"
"ÇEKMEKÖY ÇAMLIK BELNET ŞUBESİ","28.94416","41.0147"
"İBB Darülaceze Tıp Merkezi","29.1472150166812","40.9785902909518"
"ESENYURT HARAMİDERE","28.665559","41.009147"
"067-Ilhan Varank Hastanesi","29.196707","41.00534"
"IETT Peron-Sultanbeyli","29.174819","40.561687"
"059-Selimiye Karacaahmet Mezarliklar","29.024399","41.013259"
"001-Pendik BeyazMasa","29.23489","40.876219"
"007-Kartal Itfaiye","29.195674","40.891756"
"ATAŞEHİR KAYIŞDAĞI","29.1422","40.98173"
"Üsküdar Kerem Yılmazer Sahnesi","29.0238528845122","41.0170265546173"
"013-Muhsin Ertugrul Sahnesi","28.988714","41.046384"
"018-Zeytinburnu 58. Bulvar","28.9037","40.990178"
"031-Halkali Nurettin Sen Parki","28.783597","41.035524"
"025-Bayrampasa Spor Kompleksi","28.910331","41.044596"
"001-Basaksehir Data Center","28.801311","41.107"
"018-Sirinevler Meydan","28.845483","40.99203"
"BAŞAKŞEHİR BAHÇEŞEHİR","28.684619","41.062357"
"007-Cengelkoy Itfaiye","29.07622","41.04509"
"061-Gaziosmanpasa Yol Bakim","28.918359","41.091974"
"018-Esenler Meydan","28.881976","41.038348"
"038-Zeytinburnu Otobus Duragi","28.890811","41.002993"
"FATİH ÇAPA","28.932248","41.014264"
"001-Sultanahmet Baskanlik Konutu","28.977749","41.003933"
"ISADEM-Umraniye","29.147403","41.005223"
"024-Deniz Koskleri Sosyal Tesisleri","28.722708","40.970378"
"007-Bakirkoy Itfaiye","28.881608","40.987576"
"024-Safa Tepesi Sosyal Tesisleri","29.254914","41.013775"
"018-Capa Hastane Onu Caddesi","28.560092","41.005756"
"032-Beylikduzu Park ve Bahceler","28.645368","40.996157"
"001-Tepeoren Hayvan Bakim Evi","29.406197","40.964717"
"031-Sancaktepe Kent Parki","40.992531","40.992531"
"METRO T1-CEVIZLIBAG","28.9119","41.016042"
"İKLİMLENDİRME OKULU","28.89075","41.01314"
"ARNAVUTKÖY","28.74469","41.18073"
"001-Florya Baskanlik Konutu","28.788024","40.97404"
"024-Halic Sosyal Tesisleri","28.957179","41.0282"
"018-Edirnekapi Sehitlik","28.92817","41.033684"
"018-Kanlica Sahil","29.065925","41.099739"
"BAŞAKŞEHİR BOĞAZKÖY","28.667791","41.078637"
"018-Agva Sahil","29.850241","41.137578"
"METRO T1-FINDIKZADE","28.940269","41.011806"
"009-Beylikduzu Zabita","28.645557","41.01478"
"İSMEK ÇOLPAN İLHAN MODA OKULU","28.997426","41.067276"
"011-Sisli CRR Konser Salonu","28.990258","41.048207"
"ISADEM-Kartal ","29.16139","40.905858"
"063-Medeniyet Universitesi Kiz Yurdu","29.189059","40.906578"
"PENDİK ORHANGAZİ","29.290407","40.869489"
"ISKI-Gaziosmanpasa","28.917074","41.057631"
"007-Gaziosmanpasa Itfaiye","28.893542","41.079145"
"018-Kisikli Meydan","29.063421","41.021925"
"ISKI-Gungoren","28.89214","41.01649"
"007-Sultanbeyli Itfaiye","29.266939","40.969352"
"İSTANBUL SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ","28.721899","40.981589"
"012-Sancaktepe Kadir Topbas Kultur Merkezi","29.244969","41.014755"
"017-Levent Akcam Caddesi","29.011161","41.085842"
"025-Sancaktepe Taha Akgul Spor K","29.233057","40.978484"
"ÜSKÜDAR BAĞLARBAŞI TÜRK İSLAM SANATLARI İHTİSAS OKULU","29.033073","41.024061"
"TUZLA MİMAR SİNAN","29.361767","40.833863"
"015-Sisli Ataturk Muzesi","28.987136","41.056428"
"İBB GENÇLİK MECLİSİ","28.721899","40.981589"
"IETT Peron-Kartal-In","29.11362","40.531146"
"025-Bahcelievler Spor Kompleksi","28.880413","41.002171"
"067-Sile Devlet Hastanesi","29.617055","41.174524"
"BAĞCILAR BARBAROS","28.840654","41.024399"
"KARTAL YAKACIK","29.225282","40.91872"
"YEŞİLPINAR YÜZME HAVUZU","28.9255851487223","41.0788455343557"
"TUZLA SPOR EĞİTİM MERKEZİ","29.30914","40.83008"
"018-Eminonu Divan Yolu","28.974665","41.010948"
"BEYKOZ GÜMÜŞSUYU MAH.","29.098866","41.12747"
"018-Pendik Sahil","29.256022","40.868536"
"007-Sariyer Itfaiye","29.0389","41.16003"
"ISYON-Gurpinar Balik Hali","28.601057","40.967978"
"063-Medipol Universitesi","29.093024","41.09064"
"ISBAK-Selimiye Santiyesi","29.020501","41.008659"
"KAFKALE SPOR KOMPLEKSİ","29.2997237527979","40.8333025490532"
"IETT Garaj-Edirnekapi-Cam","28.554602","41.014188"
"ISMEK-Incirli","28.87318","40.996054"
"PDM-Uskudar","29.028444","41.015376"
"ÜSKÜDAR AZİZ MAHMUT HÜDAYİ MAH.","29.015402","41.022217"
"007-Avcilar Itfaiye","28.712969","40.993533"
"ISKI-Kagithane","28.982117","41.085679"
"ISMEK-Mecidiyekoy","28.997405","41.067238"
"059-Silivri Mezarliklar","28.256463","41.10142"
"K.ÇEKMECE CUMHURİYET MAH.","28.77465","40.99587"
"METRO T1-SULTANAHMET","28.975497","41.0081"
"ISTTELKOM-Kartal Depo","29.188725","40.908255"
"KADIKÖY MÜZİK VE GÖSTERİ SANATLARI OKULU","29.03042","40.99162"
"ÇATALCA SPOR EĞİTİM MERKEZİ","28.463032","41.14616"
"031-Goztepe 60.Yil Parki","29.05786","40.969954"
"001-Kartal Makine Ikmal","29.186784","40.913538"
"KARTAL HÜRRİYET MH. SPOR EĞİTİM MERKEZİ","29.228498","40.901982"
"METRO T1-MEHMET AKIF","28.881607","41.006026"
"024-Camlica Sosyal Tesisleri","29.069071","41.027853"
"ISKI-Kartal","29.194198","40.912743"
"METRO-M5 Dudullu","29.160568","41.016084"
"ISKI-Bagcilar","28.841352","41.038468"
"031-Baruthane Millet Bahcesi","28.858946","40.975509"
"007-Sisli Itfaiye","28.966362","41.058087"
"K.ÇEKMECE HALKALI MERKEZ","28.78689","41.03642"
"003-Kucukcekmece Engelliler Merkezi","28.794331","41.009652"
"001-Edirnekapi Sosyal Yardim","28.930938","41.02949"
"Kadıköy Haldun Taner Sahnesi","29.023364423841","40.991697127704"
"017-Levent Akcam Sokak","29.011161","41.085842"
"IETT Garaj-Ayazaga-Out","28.5951","41.06468"
"025-Tarabya Metin Oktay Spor Tesisi","29.049423","41.128394"
"018-Basaksehir Metrokent Meydan","28.801259","41.107504"
"018-Mecidiyekoy Meydan","28.992465","41.064094"
"012-Bulent Ecevit Kultur Merkezi","29.196328","40.886349"
"031-Esenler Millet Bahcesi","28.87779","41.061017"
"ISADEM-Gungoren","28.878635","41.021308"
"İSTANBUL AĞAÇ VE PEYZAJ A.Ş","28.721899","40.981589"
"025-Avcilar Spor Kompleksi","28.721574","40.99691"
"018-15 Temmuz Sehitler Aniti","29.042553","41.036865"
"024-Istinye Sosyal Tesisleri","29.054999","41.11476"
"012-Ahmed Yesevi Kultur Merkezi","28.876702","41.097747"
"KARTAL CEZAEVİ","28.94416","41.0147"
"024-Dragos Sosyal Tesisleri","29.146659","40.901284"
"SULTANGAZİ HABİPLER","28.83281","41.13242"
"031-Sultanbeyli Golet Semt Parki","29.276859","40.952531"
"067-Catalca Devlet Hastanesi","28.466635","41.13554"
"018-Beykoz Meydan","29.09185","41.134104"
"FATİH GRAFİK TASARIM OKULU","28.94238","41.01711"
"007-Catalca Itfaiye","28.462017","41.149553"
"018-Kucukcekmece Cennet Yuruyus Yolu","28.780627","40.988449"
"018-Yenikoy Sahil","29.06723","41.128563"
"BAŞAKŞEHİR KAYAŞEHİR","28.759532","41.098956"
"ARNAVUTKÖY BOLLUCA","28.762871","41.199291"
"001-IBB Kartal Lojistik Depolari","29.189548","40.907964"
"K.ÇEKMECE YEŞİLOVA SOSYAL YAŞAM MERKEZİ","28.78878","40.98726"
"025-Fatih Spor Kompleksi","28.93176","41.02556"
"018-Sultanahmet Meydan","28.977784","41.00683"
"ISADEM-Bayrampasa ","28.909746","41.040004"
"IETT Garaj-Sarigazi-Mesh","29.120662","41.011656"
"024-Kucukcekmece Selcuklu Sosyal","28.796872","41.044715"
"MEDYA A.S-Genel Mudurluk","28.956252","41.013201"
"ISKI-Pendik","29.270287","40.864451"
"K.ÇEKMECE KANARYA","28.776267","41.010512"
"012-Sancaktepe Eyup Sultan Kultu","29.231847","40.978859"
"ESENLER NENEHATUN","28.882765","41.037607"
"018-Silivri Meydan","28.250169","41.073241"
"001-Hekimbasi Kati Atik","29.106363","41.057915"
"METRO T1-TOPHANE","28.980616","41.026892"
"YENİDOĞAN YÜZME HAVUZU","29.2450347483917","41.0157450688791"
"IETT Peron-Levent","28.591886","41.021828"
"SULTANBEYLİ MEHMET AKİF BELNET ŞUBESİ","28.94416","41.0147"
"IETT Garaj-Topkapi-Out","28.554692","41.005965"
"ISKI-Avcilar","28.730355","40.979373"
"AVCILAR PARSELLER","28.70644","40.99426"
"017-Zeytinburnu 29.Sokak","28.896656","40.985878"
"025-Edirnekapi Spor Tesisi","28.936885","41.032583"
"007-Buyukada Itfaiye","29.137836","40.871864"
"PERAKENDE OKULU","28.99727","41.06711"
"001-KUDEB","28.960644","41.014821"
"031-Alibeykoy Yesilpinar Park","28.921595","41.080995"
"031-Bogazici Imar Mudurlugu Bahce","29.026796","41.135102"
"ESENLER HAKKI BAŞAR BELNET ŞUBESİ","28.86542","41.04506"
"032-Kazlicesme Bitki Sagligi Sef","28.920379","40.990971"
